Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,PerformanceRating,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany
42,0,Travel_Rarely,933,Research & Development,29,3,Life Sciences,1,836,2,Male,2,Manufacturing Director,2,Married,4434,3,10,3,2,9
49,1,Travel_Rarely,1184,Sales,11,3,Marketing,1,840,3,Female,3,Sales Executive,4,Married,7654,3,9,3,4,9
27,0,Travel_Rarely,269,Research & Development,5,1,Technical Degree,1,844,3,Male,3,Research Director,4,Divorced,12808,3,9,3,3,9
33,0,Travel_Rarely,586,Sales,1,3,Medical,1,855,1,Male,2,Sales Executive,1,Divorced,4037,4,9,5,3,9
52,0,Travel_Frequently,890,Research & Development,25,4,Medical,1,867,3,Female,4,Manufacturing Director,4,Married,13826,4,31,3,3,9
32,0,Travel_Frequently,379,Sales,5,2,Life Sciences,1,889,2,Male,2,Sales Executive,2,Married,6524,3,10,3,3,10
36,0,Travel_Rarely,1425,Research & Development,14,1,Life Sciences,1,924,3,Male,2,Healthcare Representative,4,Married,6586,3,17,2,2,16
31,0,Non-Travel,1188,Sales,20,2,Marketing,1,947,4,Female,2,Sales Executive,3,Married,6932,3,9,2,2,9
36,0,Travel_Rarely,938,Research & Development,2,4,Medical,1,958,3,Male,1,Laboratory Technician,3,Single,2519,4,16,6,3,11
52,0,Travel_Rarely,1053,Research & Development,1,2,Life Sciences,1,976,4,Male,4,Manager,4,Married,17099,3,26,2,2,9
33,0,Non-Travel,722,Sales,17,3,Life Sciences,1,992,4,Male,4,Manager,3,Single,17444,3,10,2,3,10
45,0,Non-Travel,248,Research & Development,23,2,Life Sciences,1,1002,4,Male,2,Laboratory Technician,1,Married,3633,3,9,2,3,9
36,0,Travel_Rarely,796,Research & Development,12,5,Medical,1,1073,4,Female,3,Manufacturing Director,4,Single,8858,3,15,2,2,14
49,0,Travel_Rarely,174,Sales,8,4,Technical Degree,1,1138,4,Male,4,Sales Executive,2,Married,13120,3,22,3,3,9
29,1,Travel_Rarely,408,Sales,23,1,Life Sciences,1,1165,4,Female,3,Sales Executive,1,Married,7336,3,11,3,1,11
29,0,Travel_Rarely,1401,Research & Development,6,1,Medical,1,1192,2,Female,1,Laboratory Technician,4,Married,3131,3,10,5,3,10
37,0,Travel_Rarely,977,Research & Development,1,3,Life Sciences,1,1196,4,Female,2,Manufacturing Director,4,Married,6474,3,14,2,2,14
33,0,Travel_Rarely,536,Sales,10,5,Marketing,1,1268,4,Male,3,Sales Executive,3,Divorced,8380,3,10,3,3,9
34,0,Travel_Frequently,135,Research & Development,19,3,Medical,1,1285,3,Female,2,Laboratory Technician,2,Divorced,4444,3,15,2,4,11
28,0,Non-Travel,1476,Research & Development,1,3,Life Sciences,1,1315,3,Female,2,Laboratory Technician,4,Married,6674,3,10,6,3,9
31,0,Non-Travel,587,Sales,2,4,Life Sciences,1,1324,4,Female,3,Sales Executive,3,Divorced,9852,3,10,5,2,10
42,0,Non-Travel,495,Research & Development,2,1,Life Sciences,1,1334,3,Male,4,Manager,3,Married,17861,3,21,3,2,20
40,0,Travel_Rarely,523,Research & Development,2,3,Life Sciences,1,1346,3,Male,2,Research Scientist,4,Single,4661,3,9,4,3,9
34,0,Travel_Rarely,507,Sales,15,2,Medical,1,1356,3,Female,2,Sales Executive,1,Single,6125,3,10,6,4,10
58,0,Travel_Rarely,1055,Research & Development,1,3,Medical,1,1423,4,Female,5,Research Director,1,Married,19701,4,32,3,3,9
31,1,Travel_Frequently,1445,Research & Development,1,5,Life Sciences,1,1459,3,Female,3,Manufacturing Director,2,Single,7446,3,10,2,3,10
40,0,Non-Travel,218,Research & Development,8,1,Medical,1,1468,4,Male,3,Research Director,2,Divorced,13757,3,16,5,3,9
53,0,Travel_Rarely,447,Research & Development,2,3,Medical,1,1472,4,Male,4,Research Director,2,Single,16598,3,35,2,2,9
34,0,Travel_Frequently,829,Research & Development,15,3,Medical,1,1485,2,Male,4,Research Director,1,Divorced,17007,3,16,3,2,14
35,0,Travel_Rarely,1029,Research & Development,16,3,Life Sciences,1,1529,4,Female,3,Healthcare Representative,2,Single,8606,3,11,3,1,11
37,0,Travel_Rarely,674,Research & Development,13,3,Medical,1,1543,1,Male,2,Research Scientist,4,Married,4285,3,10,2,3,10
42,0,Travel_Frequently,288,Research & Development,2,3,Life Sciences,1,1547,4,Male,3,Healthcare Representative,4,Married,10124,3,24,3,1,20
45,0,Travel_Rarely,538,Research & Development,1,4,Technical Degree,1,1553,1,Male,3,Healthcare Representative,2,Divorced,7441,3,10,4,3,10
30,1,Travel_Rarely,740,Sales,1,3,Life Sciences,1,1562,2,Male,2,Sales Executive,1,Married,9714,3,10,4,3,10
38,0,Travel_Rarely,1245,Sales,14,3,Life Sciences,1,1582,3,Male,2,Sales Executive,2,Married,9924,3,10,3,3,9
50,0,Travel_Frequently,1234,Research & Development,20,5,Medical,1,1606,2,Male,4,Healthcare Representative,3,Married,11245,3,32,3,3,30
39,0,Travel_Rarely,170,Research & Development,3,2,Medical,1,1627,3,Male,2,Laboratory Technician,3,Divorced,3069,3,11,3,3,10
34,0,Travel_Rarely,1130,Research & Development,3,3,Life Sciences,1,1658,4,Female,2,Research Scientist,2,Divorced,5433,3,11,2,3,11
54,0,Travel_Rarely,584,Research & Development,22,5,Medical,1,1665,2,Female,4,Manager,3,Married,17426,4,36,6,3,10
41,0,Travel_Rarely,918,Sales,6,3,Marketing,1,1708,4,Male,3,Sales Executive,3,Single,9241,3,10,3,3,10
39,0,Non-Travel,792,Research & Development,1,3,Life Sciences,1,1737,4,Male,2,Laboratory Technician,4,Married,6472,3,9,2,3,9
40,0,Travel_Rarely,611,Sales,7,4,Medical,1,1740,2,Male,5,Manager,2,Single,19833,3,21,3,2,21
33,0,Non-Travel,775,Research & Development,4,3,Technical Degree,1,1771,4,Male,2,Research Scientist,2,Divorced,3055,3,11,2,2,9
36,0,Travel_Rarely,1383,Research & Development,10,3,Life Sciences,1,1790,4,Male,3,Healthcare Representative,1,Married,8321,3,15,1,3,12
33,0,Travel_Rarely,867,Research & Development,8,4,Life Sciences,1,1798,4,Male,1,Research Scientist,1,Married,3143,3,14,1,3,10
34,0,Travel_Rarely,810,Sales,8,2,Technical Degree,1,1823,2,Male,2,Sales Executive,3,Married,6799,4,10,5,3,10
29,0,Travel_Frequently,574,Research & Development,20,1,Medical,1,1852,4,Male,1,Laboratory Technician,4,Married,3812,3,11,3,4,11
46,0,Travel_Rarely,706,Research & Development,2,2,Life Sciences,1,1857,4,Male,3,Manufacturing Director,4,Divorced,8578,3,12,4,2,9
27,0,Travel_Rarely,728,Sales,23,1,Medical,1,1864,2,Female,2,Sales Representative,3,Married,3540,4,9,5,3,9
31,0,Travel_Rarely,311,Research & Development,20,3,Life Sciences,1,1881,2,Male,2,Laboratory Technician,3,Divorced,4197,3,10,2,3,10
45,0,Travel_Rarely,556,Research & Development,25,2,Life Sciences,1,1888,2,Female,2,Manufacturing Director,4,Married,5906,3,10,2,2,9
34,0,Travel_Rarely,937,Sales,1,3,Marketing,1,1950,1,Male,3,Sales Executive,4,Single,9888,4,14,3,2,14
31,0,Travel_Frequently,1125,Research & Development,1,3,Life Sciences,1,1956,4,Male,2,Research Scientist,1,Married,5003,4,10,6,3,10
35,0,Travel_Rarely,1224,Sales,7,4,Life Sciences,1,1962,3,Female,2,Sales Executive,4,Married,5204,3,10,2,3,10
39,0,Travel_Rarely,119,Sales,15,4,Marketing,1,1975,2,Male,4,Sales Executive,1,Single,13341,3,21,3,3,20
40,0,Travel_Rarely,444,Sales,2,2,Marketing,1,1986,2,Female,2,Sales Executive,2,Married,5677,3,15,4,3,11
30,0,Travel_Rarely,911,Research & Development,1,2,Medical,1,1989,4,Male,1,Laboratory Technician,2,Married,3748,3,12,6,2,12
47,0,Non-Travel,1162,Research & Development,1,1,Medical,1,2000,3,Female,3,Research Director,2,Married,11957,3,14,3,1,13
52,0,Non-Travel,585,Sales,29,4,Life Sciences,1,2019,1,Male,1,Sales Representative,4,Divorced,3482,3,16,3,2,9
49,0,Travel_Frequently,279,Research & Development,8,1,Life Sciences,1,2,3,Male,2,Research Scientist,2,Married,5130,4,10,3,3,10
33,0,Travel_Frequently,1392,Research & Development,3,4,Life Sciences,1,5,4,Female,1,Research Scientist,3,Married,2909,3,8,3,3,8
32,0,Travel_Frequently,1005,Research & Development,2,2,Life Sciences,1,8,4,Male,1,Laboratory Technician,4,Single,3068,3,8,2,2,7
38,0,Travel_Frequently,216,Research & Development,23,3,Life Sciences,1,12,4,Male,3,Manufacturing Director,3,Single,9526,4,10,2,3,9
36,0,Travel_Rarely,1299,Research & Development,27,3,Medical,1,13,3,Male,2,Healthcare Representative,3,Married,5237,3,17,3,2,7
42,0,Travel_Rarely,691,Sales,8,4,Marketing,1,35,3,Male,2,Sales Executive,2,Married,6825,3,10,2,3,9
31,0,Travel_Rarely,655,Research & Development,7,4,Life Sciences,1,76,4,Male,2,Laboratory Technician,4,Divorced,5915,4,10,3,2,7
31,0,Travel_Rarely,746,Research & Development,8,4,Life Sciences,1,98,3,Female,2,Manufacturing Director,4,Single,4424,4,11,2,3,11
51,0,Travel_Rarely,632,Sales,21,4,Marketing,1,120,3,Male,2,Sales Executive,4,Single,5441,4,11,2,1,10
34,1,Travel_Frequently,658,Research & Development,7,3,Life Sciences,1,147,1,Male,2,Laboratory Technician,3,Single,6074,4,9,3,3,9
36,0,Travel_Frequently,1467,Sales,11,2,Technical Degree,1,154,2,Female,3,Sales Executive,4,Married,9738,3,10,6,3,9
30,0,Travel_Frequently,1312,Research & Development,23,3,Life Sciences,1,159,1,Male,1,Research Scientist,3,Divorced,2613,4,10,2,2,10
33,0,Non-Travel,750,Sales,22,2,Marketing,1,160,3,Male,2,Sales Executive,2,Married,6146,3,8,2,4,7
31,1,Travel_Rarely,249,Sales,6,4,Life Sciences,1,163,2,Male,2,Sales Executive,3,Married,6172,3,12,3,2,7
41,0,Travel_Rarely,802,Sales,9,1,Life Sciences,1,176,3,Male,3,Sales Executive,3,Divorced,8189,3,12,2,3,9
26,0,Travel_Rarely,1355,Human Resources,25,1,Life Sciences,1,177,3,Female,1,Human Resources,3,Married,2942,4,8,3,3,8
32,0,Travel_Frequently,689,Sales,9,2,Medical,1,195,4,Male,2,Sales Executive,4,Divorced,4668,3,9,2,4,8
40,0,Travel_Frequently,1395,Research & Development,26,3,Medical,1,202,2,Female,2,Research Scientist,2,Divorced,5605,3,20,2,3,20
53,0,Travel_Rarely,1436,Sales,6,2,Marketing,1,205,2,Male,2,Sales Representative,3,Married,2306,4,13,3,1,7
29,0,Non-Travel,1496,Research & Development,1,1,Technical Degree,1,208,4,Male,2,Manufacturing Director,3,Married,4319,3,10,1,3,10
36,0,Travel_Frequently,1480,Research & Development,3,2,Medical,1,238,4,Male,1,Laboratory Technician,2,Single,2088,3,13,3,2,8
33,0,Travel_Rarely,931,Research & Development,14,3,Medical,1,252,4,Female,1,Research Scientist,2,Married,2756,3,8,5,3,8
51,0,Travel_Rarely,313,Research & Development,3,3,Medical,1,258,4,Female,4,Healthcare Representative,2,Single,13734,3,21,6,3,7
27,0,Travel_Rarely,894,Research & Development,9,3,Medical,1,260,4,Female,1,Research Scientist,2,Single,2279,3,7,2,2,7
37,0,Travel_Rarely,290,Research & Development,21,3,Life Sciences,1,267,2,Male,1,Research Scientist,1,Married,3564,3,8,3,2,8
38,0,Travel_Rarely,1084,Research & Development,29,3,Technical Degree,1,273,4,Male,2,Manufacturing Director,4,Married,6261,3,9,3,1,7
49,0,Non-Travel,1002,Research & Development,18,4,Life Sciences,1,275,4,Male,2,Manufacturing Director,4,Divorced,6804,3,7,0,3,7
27,0,Travel_Frequently,1242,Sales,20,3,Life Sciences,1,293,4,Female,2,Sales Executive,3,Single,9981,3,7,2,3,7
45,0,Non-Travel,1052,Sales,6,3,Medical,1,302,4,Female,3,Sales Executive,4,Single,8865,3,23,2,3,19
35,0,Travel_Frequently,944,Sales,1,3,Marketing,1,314,3,Female,3,Sales Executive,3,Single,8789,3,10,3,4,10
33,1,Travel_Rarely,465,Research & Development,2,2,Life Sciences,1,328,1,Female,1,Laboratory Technician,1,Married,2707,4,13,3,4,9
52,0,Non-Travel,771,Sales,2,4,Life Sciences,1,329,1,Male,5,Manager,3,Single,19068,3,33,2,4,33
40,0,Travel_Rarely,1416,Research & Development,2,2,Medical,1,352,1,Male,5,Research Director,3,Divorced,19436,3,22,5,3,21
38,0,Non-Travel,1327,Sales,2,2,Life Sciences,1,361,4,Male,2,Sales Executive,4,Married,5249,3,13,0,3,8
46,0,Travel_Rarely,488,Sales,2,3,Technical Degree,1,363,3,Female,4,Manager,2,Married,16872,3,28,2,2,7
45,0,Travel_Rarely,1385,Research & Development,20,2,Medical,1,372,3,Male,4,Healthcare Representative,4,Married,13496,3,21,2,3,20
47,1,Non-Travel,666,Research & Development,29,4,Life Sciences,1,376,1,Male,3,Manager,2,Married,11849,3,10,2,2,10
35,0,Travel_Rarely,1315,Research & Development,22,3,Life Sciences,1,381,2,Female,3,Manager,2,Divorced,11996,3,10,6,2,7
29,0,Travel_Frequently,442,Sales,2,2,Life Sciences,1,388,2,Male,2,Sales Executive,4,Single,4554,3,10,3,2,10
55,0,Travel_Rarely,147,Research & Development,20,2,Technical Degree,1,389,2,Male,2,Laboratory Technician,4,Married,5415,3,12,4,3,10
26,1,Travel_Rarely,950,Sales,4,4,Marketing,1,401,4,Male,2,Sales Executive,4,Single,5828,3,8,0,3,8
31,0,Travel_Rarely,218,Sales,7,3,Technical Degree,1,416,2,Male,2,Sales Executive,4,Married,6929,3,10,3,2,8
43,0,Travel_Frequently,185,Research & Development,10,4,Life Sciences,1,430,3,Female,1,Laboratory Technician,4,Single,2455,3,9,5,3,8
31,0,Travel_Rarely,691,Sales,7,3,Marketing,1,438,4,Male,2,Sales Executive,4,Divorced,7547,3,13,3,3,7
32,0,Travel_Rarely,1018,Research & Development,2,4,Medical,1,439,1,Female,2,Research Scientist,4,Single,5055,3,10,0,2,7
33,0,Travel_Frequently,508,Sales,10,3,Marketing,1,446,2,Male,2,Sales Executive,4,Single,4682,3,9,6,2,7
43,0,Travel_Frequently,559,Research & Development,10,4,Life Sciences,1,448,3,Female,2,Laboratory Technician,3,Divorced,5257,3,9,3,4,9
29,1,Travel_Rarely,318,Research & Development,8,4,Other,1,454,2,Male,1,Laboratory Technician,1,Married,2119,3,7,4,2,7
27,0,Travel_Rarely,1130,Sales,8,4,Marketing,1,458,2,Female,2,Sales Executive,2,Married,6214,3,8,3,3,8
29,0,Travel_Rarely,144,Sales,10,1,Marketing,1,463,4,Female,2,Sales Executive,2,Divorced,8268,3,7,2,3,7
37,0,Travel_Rarely,1319,Research & Development,6,3,Medical,1,474,3,Male,2,Research Scientist,1,Divorced,5974,3,13,2,3,7
26,0,Travel_Rarely,933,Sales,1,3,Life Sciences,1,476,3,Male,2,Sales Executive,3,Married,5296,3,8,3,3,8
40,0,Travel_Rarely,1171,Research & Development,10,4,Life Sciences,1,483,4,Female,1,Laboratory Technician,3,Married,2213,3,10,3,3,7
41,1,Travel_Frequently,143,Sales,4,3,Marketing,1,488,1,Male,2,Sales Executive,2,Single,9355,3,8,5,3,8
51,0,Travel_Rarely,1178,Sales,14,2,Life Sciences,1,500,3,Female,2,Sales Executive,4,Married,4936,3,18,2,2,7
37,0,Travel_Rarely,1107,Research & Development,14,3,Life Sciences,1,515,4,Female,1,Laboratory Technician,1,Divorced,3034,3,18,2,2,18
56,0,Travel_Frequently,906,Sales,6,3,Life Sciences,1,532,3,Female,4,Sales Executive,1,Married,13212,3,36,0,2,7
41,0,Travel_Rarely,645,Sales,1,3,Marketing,1,534,2,Male,3,Sales Executive,1,Married,8392,3,10,2,3,10
46,0,Travel_Rarely,1485,Research & Development,18,3,Medical,1,550,3,Female,2,Manufacturing Director,3,Divorced,4810,3,19,5,2,10
30,0,Non-Travel,1116,Research & Development,2,3,Medical,1,571,3,Female,1,Laboratory Technician,4,Single,2564,3,12,2,2,11
35,0,Travel_Rarely,1276,Research & Development,16,3,Life Sciences,1,586,4,Male,3,Healthcare Representative,3,Married,7632,3,10,2,3,8
48,0,Travel_Rarely,163,Sales,2,5,Marketing,1,595,2,Female,2,Sales Executive,4,Married,4051,3,14,2,3,9
45,0,Travel_Rarely,561,Sales,2,3,Other,1,606,4,Male,2,Sales Executive,2,Married,4805,3,9,3,4,8
26,1,Travel_Frequently,426,Human Resources,17,4,Life Sciences,1,608,2,Female,1,Human Resources,3,Divorced,2741,3,8,2,2,7
41,0,Non-Travel,509,Research & Development,2,4,Other,1,616,1,Female,2,Healthcare Representative,3,Single,6811,3,10,3,3,8
34,0,Travel_Rarely,258,Sales,21,4,Life Sciences,1,621,4,Male,2,Sales Executive,4,Single,5337,3,10,3,3,10
31,0,Travel_Rarely,525,Sales,6,4,Medical,1,653,1,Male,2,Sales Executive,4,Divorced,5460,4,13,4,4,7
43,0,Travel_Frequently,1001,Research & Development,9,5,Medical,1,663,4,Male,2,Laboratory Technician,3,Divorced,5679,3,10,3,3,8
53,0,Travel_Rarely,238,Sales,1,1,Medical,1,682,4,Female,2,Sales Executive,1,Single,8381,4,18,2,4,14
37,0,Travel_Rarely,482,Research & Development,3,3,Other,1,689,3,Male,3,Manufacturing Director,3,Married,9434,3,10,2,3,10
54,0,Travel_Rarely,397,Human Resources,19,4,Medical,1,698,3,Male,3,Human Resources,2,Married,10725,3,16,1,4,9
38,0,Travel_Rarely,243,Sales,7,4,Marketing,1,709,4,Female,2,Sales Executive,4,Single,4028,4,8,2,3,7
29,0,Travel_Frequently,806,Research & Development,1,4,Life Sciences,1,710,2,Male,1,Research Scientist,4,Divorced,2720,3,10,5,3,10
34,0,Travel_Rarely,1442,Research & Development,9,3,Medical,1,717,4,Female,3,Healthcare Representative,2,Single,8621,3,9,3,4,8
39,0,Travel_Rarely,408,Research & Development,2,4,Technical Degree,1,721,4,Female,2,Healthcare Representative,3,Single,4553,3,20,4,3,20
32,0,Travel_Rarely,929,Sales,10,3,Marketing,1,722,4,Male,2,Sales Executive,4,Single,5396,3,10,2,2,10
38,0,Travel_Rarely,827,Research & Development,1,4,Life Sciences,1,724,2,Female,2,Healthcare Representative,4,Single,7625,3,10,4,2,9
27,0,Travel_Rarely,608,Research & Development,1,2,Life Sciences,1,725,3,Female,3,Manufacturing Director,1,Married,7412,3,9,3,3,9
32,0,Travel_Rarely,1018,Research & Development,3,2,Life Sciences,1,727,3,Female,3,Research Director,4,Single,11159,3,10,6,3,7
47,0,Travel_Rarely,703,Sales,14,4,Marketing,1,728,4,Male,2,Sales Executive,1,Single,4960,3,20,2,3,7
27,0,Travel_Frequently,294,Research & Development,10,2,Life Sciences,1,733,4,Male,3,Manufacturing Director,1,Divorced,8793,4,9,4,2,9
41,0,Travel_Rarely,314,Human Resources,1,3,Human Resources,1,734,4,Male,5,Manager,3,Married,19189,3,22,3,3,22
28,1,Travel_Rarely,654,Research & Development,1,2,Life Sciences,1,741,1,Female,1,Research Scientist,2,Single,2216,3,10,4,3,7
36,0,Non-Travel,427,Research & Development,8,3,Life Sciences,1,742,1,Female,3,Research Director,1,Married,11713,3,10,2,3,8
30,0,Travel_Rarely,501,Sales,27,5,Marketing,1,747,3,Male,2,Sales Executive,4,Divorced,5304,4,10,2,2,8
56,0,Travel_Rarely,832,Research & Development,9,3,Medical,1,762,3,Male,4,Healthcare Representative,4,Married,11103,3,30,1,2,10
45,0,Travel_Rarely,954,Sales,2,2,Technical Degree,1,783,2,Male,2,Sales Representative,3,Single,6632,3,9,3,3,8
36,0,Non-Travel,1434,Sales,8,4,Life Sciences,1,789,1,Male,3,Sales Executive,1,Single,7587,3,10,1,3,10
29,0,Travel_Rarely,657,Research & Development,27,3,Medical,1,793,2,Female,2,Healthcare Representative,3,Married,4335,3,11,3,2,8
38,0,Travel_Frequently,240,Research & Development,2,4,Life Sciences,1,803,1,Female,2,Manufacturing Director,1,Single,5980,3,17,2,3,15
40,0,Travel_Frequently,791,Research & Development,2,2,Medical,1,807,3,Female,2,Healthcare Representative,2,Married,4244,4,8,2,3,8
42,0,Travel_Frequently,570,Research & Development,8,3,Life Sciences,1,809,2,Male,5,Manager,4,Divorced,18430,3,24,4,2,24
36,0,Travel_Rarely,676,Research & Development,1,3,Other,1,823,3,Female,2,Manufacturing Director,2,Married,5228,3,10,2,3,9
29,0,Travel_Rarely,1252,Research & Development,23,2,Life Sciences,1,824,3,Male,1,Research Scientist,3,Married,2700,4,10,3,3,10
55,1,Travel_Rarely,436,Sales,2,1,Medical,1,842,3,Male,2,Sales Executive,4,Single,5160,3,12,3,2,9
28,0,Travel_Rarely,760,Sales,2,4,Marketing,1,846,2,Female,2,Sales Executive,2,Married,4779,4,8,2,3,8
26,1,Travel_Frequently,887,Research & Development,5,2,Medical,1,848,3,Female,1,Research Scientist,3,Married,2366,3,8,2,3,8
44,0,Travel_Rarely,661,Research & Development,9,2,Life Sciences,1,913,2,Male,1,Research Scientist,1,Married,2559,3,8,0,3,8
41,1,Travel_Rarely,1085,Research & Development,2,4,Life Sciences,1,927,2,Female,1,Laboratory Technician,4,Divorced,2778,3,10,1,2,7
31,0,Travel_Rarely,154,Sales,7,4,Life Sciences,1,941,2,Male,1,Sales Representative,3,Married,2329,3,13,2,4,7
26,0,Travel_Frequently,1283,Sales,1,3,Medical,1,956,3,Male,2,Sales Executive,1,Single,4294,3,7,2,3,7
31,0,Travel_Rarely,616,Research & Development,12,3,Medical,1,961,4,Female,2,Healthcare Representative,4,Married,5855,3,10,2,1,9
32,0,Travel_Rarely,498,Research & Development,3,4,Medical,1,966,3,Female,2,Manufacturing Director,1,Married,6725,3,8,2,4,8
36,1,Travel_Rarely,530,Sales,3,1,Life Sciences,1,967,3,Male,3,Sales Executive,4,Married,10325,3,16,6,3,16
45,0,Non-Travel,805,Research & Development,4,2,Life Sciences,1,972,3,Male,2,Laboratory Technician,2,Married,4447,3,9,5,2,9
39,0,Travel_Rarely,903,Sales,2,5,Life Sciences,1,985,1,Male,3,Sales Executive,3,Single,7880,3,9,3,3,8
36,0,Non-Travel,1229,Sales,8,4,Technical Degree,1,990,1,Male,2,Sales Executive,4,Divorced,5079,3,12,3,3,7
46,0,Travel_Rarely,566,Research & Development,7,2,Medical,1,1007,4,Male,3,Manufacturing Director,3,Divorced,10845,3,13,3,3,8
54,0,Travel_Rarely,1441,Research & Development,17,3,Technical Degree,1,1013,3,Female,3,Manufacturing Director,3,Married,10739,3,22,2,3,10
30,0,Travel_Rarely,153,Research & Development,8,2,Life Sciences,1,1015,2,Female,3,Research Director,1,Married,11416,3,9,4,2,8
26,0,Travel_Rarely,1066,Research & Development,2,2,Medical,1,1018,4,Male,2,Manufacturing Director,4,Married,5472,3,8,2,3,8
55,0,Travel_Frequently,135,Research & Development,18,4,Medical,1,1034,3,Male,2,Healthcare Representative,2,Married,6385,3,17,3,3,8
50,0,Non-Travel,145,Sales,1,3,Life Sciences,1,1040,4,Female,2,Sales Executive,3,Married,6347,3,19,3,3,18
32,0,Non-Travel,1109,Research & Development,29,4,Medical,1,1046,4,Female,1,Laboratory Technician,3,Single,4025,3,10,2,3,8
53,0,Travel_Frequently,124,Sales,2,3,Marketing,1,1050,3,Female,3,Sales Executive,2,Married,7525,3,30,2,3,15
40,0,Travel_Rarely,300,Sales,26,3,Marketing,1,1066,3,Male,2,Sales Executive,1,Married,8396,3,8,3,2,7
55,0,Non-Travel,444,Research & Development,2,1,Medical,1,1074,3,Male,4,Manager,1,Single,16756,3,31,3,4,9
28,1,Non-Travel,1366,Research & Development,24,2,Technical Degree,1,1082,2,Male,3,Healthcare Representative,1,Single,8722,3,10,2,2,10
28,0,Travel_Rarely,857,Research & Development,10,3,Other,1,1097,3,Female,2,Research Scientist,3,Single,3660,3,10,4,4,8
35,1,Travel_Rarely,1204,Sales,4,3,Technical Degree,1,1100,4,Male,3,Sales Executive,1,Single,9582,4,9,2,3,8
33,1,Travel_Frequently,827,Research & Development,29,4,Medical,1,1101,1,Female,2,Research Scientist,3,Single,4508,4,14,4,3,13
25,1,Travel_Rarely,1219,Research & Development,4,1,Technical Degree,1,1106,4,Male,1,Laboratory Technician,4,Married,3691,3,7,3,4,7
38,0,Travel_Rarely,770,Sales,10,4,Marketing,1,1119,3,Male,3,Sales Executive,3,Divorced,8740,3,9,2,3,8
28,0,Travel_Rarely,950,Research & Development,3,3,Medical,1,1121,4,Female,3,Manufacturing Director,2,Divorced,7655,3,10,3,2,9
43,0,Travel_Frequently,1082,Research & Development,27,3,Life Sciences,1,1126,3,Female,3,Manufacturing Director,1,Married,10820,3,18,1,3,8
39,1,Travel_Frequently,203,Research & Development,2,3,Life Sciences,1,1127,1,Male,4,Healthcare Representative,4,Divorced,12169,3,21,4,3,18
40,0,Travel_Rarely,1308,Research & Development,14,3,Medical,1,1128,3,Male,5,Research Director,3,Single,19626,3,21,2,4,20
29,0,Travel_Rarely,718,Research & Development,8,1,Medical,1,1150,2,Male,2,Manufacturing Director,4,Married,5056,3,10,2,2,10
40,0,Travel_Frequently,593,Research & Development,9,4,Medical,1,1166,2,Female,3,Research Director,3,Single,13499,3,20,3,2,18
26,0,Travel_Rarely,1384,Research & Development,3,4,Medical,1,1177,1,Male,1,Laboratory Technician,4,Married,4420,4,8,2,3,8
35,0,Travel_Rarely,819,Research & Development,2,3,Life Sciences,1,1182,3,Male,3,Manufacturing Director,2,Divorced,10274,3,15,2,4,7
53,0,Travel_Rarely,1223,Research & Development,7,2,Medical,1,1201,4,Female,5,Manager,3,Divorced,18606,3,26,6,3,7
35,0,Travel_Rarely,1361,Sales,17,4,Life Sciences,1,1218,3,Male,2,Sales Executive,1,Married,8966,3,15,2,3,7
33,0,Travel_Frequently,1146,Sales,25,3,Medical,1,1220,2,Female,2,Sales Executive,3,Married,4539,3,10,3,2,10
36,0,Travel_Rarely,917,Research & Development,6,4,Life Sciences,1,1221,3,Male,1,Laboratory Technician,3,Divorced,2741,3,7,4,3,7
30,0,Travel_Rarely,853,Research & Development,7,4,Life Sciences,1,1224,3,Male,2,Laboratory Technician,3,Divorced,3491,3,10,4,2,10
60,0,Travel_Rarely,696,Sales,7,4,Marketing,1,1233,2,Male,2,Sales Executive,4,Divorced,5220,3,12,3,3,11
32,0,Travel_Frequently,1316,Research & Development,2,2,Life Sciences,1,1235,4,Female,2,Research Scientist,3,Single,4998,3,10,2,3,8
36,0,Travel_Rarely,363,Research & Development,1,3,Technical Degree,1,1237,3,Female,3,Manufacturing Director,1,Divorced,10252,4,17,2,3,7
27,0,Travel_Rarely,1103,Research & Development,14,3,Life Sciences,1,1244,1,Male,1,Research Scientist,1,Married,2235,3,9,3,2,9
43,0,Travel_Rarely,920,Research & Development,3,3,Life Sciences,1,1255,3,Male,5,Research Director,4,Married,19740,3,25,2,3,8
29,0,Travel_Rarely,694,Research & Development,1,3,Life Sciences,1,1264,4,Female,4,Research Director,4,Divorced,16124,3,9,2,2,7
59,0,Travel_Rarely,1429,Research & Development,18,4,Medical,1,1283,4,Male,3,Manufacturing Director,4,Single,10512,3,25,6,2,9
43,0,Travel_Rarely,531,Sales,4,4,Marketing,1,1293,4,Female,3,Sales Executive,4,Single,10231,3,23,3,4,21
44,1,Travel_Rarely,621,Research & Development,15,3,Medical,1,1295,1,Female,3,Healthcare Representative,4,Married,7978,3,10,2,3,10
29,1,Travel_Rarely,806,Research & Development,7,3,Technical Degree,1,1299,2,Female,1,Laboratory Technician,3,Divorced,3339,3,10,2,3,7
